411	Cape San Blas, Fl.			29.68	-85.37
412	Cape Sarichef Airport	PACS	1	54.6	-164.93
413	Cape Vincent Marine Aviation Reporting Station	K95B	41	44.12	-76.33
414	Carmi, Carmi Municipal Airport	KCUL	16	38.09	-88.12
415	Caro, Tuscola Area Airport	KCFS	25	43.46	-83.45
416	Carrington Municipal Airport	K46D	32	47.45	-99.15
417	Carroll	KCIN	14	42.05	-94.78
418	Carson City	KCXP	40	39.19	-119.73
419	Casa Grande, Casa Grande Municipal Airport	KCGZ	4	32.95	-111.77
420	Cascade Locks State	KCZK	45	45.67	-121.88
421	Castle Hill Coast Guard Station	K67B	51	41.45	-71.35
422	Castroville / Moss	K54Q	6	36.8	-121.8
423	Cavalier Municipal Airport	K2C8	32	48.78	-97.63
424	Cecil, Naval Air Station	KNZC	11	30.21	-81.87
425	Cemetery Separa	KCMS	65	41.53	-109.47
426	Central, Central	PACE	1	65.57	-144.77
427	Central, Central Airport	PARL	1	65.57	-144.78
428	Centralia, Centralia Municipal Airport	KENL	16	38.51	-89.09
429	Centreville	KCKL	2	32.9	-87.25
430	Challis, Challis Airport	KU15	15	44.52	-114.22
431	Chama	KE33	37	36.9	-106.58
432	Chandalar Lake, Chandalar Lake Airport	PALR	1	67.5	-148.48
433	Chandler, Chandler Municipal Airport	KCQB	43	35.72	-96.82
434	Chanhaussen, Mn.		26	44.85	-93.57
435	Chariton	KCNC	14	41.03	-93.37
436	Charles City	KCCY	14	43.07	-92.62
437	Charleston	KRLX	64	38.32	-81.72
438	Charleston Air Force Base	KIGC	53	32.9	-80.05
439	Charleston Nise	KNEX	53	32.92	-79.98
440	Charleston, Navelexcen	NEXC	53	32.92	-79.98
441	Charlevoix, Charlevoix Municipal Airport	KCVX	25	45.3	-85.27
442	Charlotte, Fitch H Beach Airport	KFPK	25	42.57	-84.81
443	Chatham	KCHH	21	41.67	-69.97
444	Chatham Coast Guard Station	K31B	21	41.67	-69.95
445	Chattanooga / Daisy	KCQN	56	35.17	-85.15
446	Cheboygan, Cheboygan County Airport	KY15	25	45.65	-84.52
447	Chenault Airpark	KCWF	20	30.22	-93.15
448	Cherokee, Cherokee Municipal Airport	KCKP	14	42.73	-95.56
449	Cherry Point, Marine Corps Air Station	KNKT	31	34.9	-76.88
450	Chesapeake, Chesapeake Municipal Airport	KCPK	59	36.67	-76.32
451	Chesapeake, Va.			36.9	-75.72
452	Chester County Airport	K40N	46	39.98	-75.87
453	Chester, Chester Airport	KSNC	8	41.38	-72.51
454	Chetco River Coast Guard Station	KP47	45	42.15	-124.27
455	Chicago / Calumet Coast Guard Station	K63G	16	41.72	-87.53
456	Chicago / Meigs	KCGX	16	41.87	-87.6
457	Chicago Weather Service Forecast Office	KCHI	16	42	-87.88
458	Chicago, Lansing Municipal Airport	KIGQ	16	41.54	-87.53
459	Chicago/Romeoville, Lewis University Airport	KLOT	16	41.61	-88.09
460	Chickasha, Chickasha Municipal Airport	KCHK	43	35.1	-97.97
461	Chico Municipal 	KCIC	6	39.8	-121.85
462	Chicopee Falls / Westover Air Force Base	KCEF	21	42.2	-72.53
463	Chignik, Chignik Airport	PAJC	1	56.31	-158.37
464	Chincoteague	K0W8	59	37.93	-75.38
465	Chulitna, Chulitna River	PAEC	1	62.83	-149.91
466	Circle City Airport	PACR	1	65.83	-144.07
467	Claiborne Range, Airways Facilities Sector 	K01R	20	31.13	-92.57
468	Claremore, Claremore Regional Airport	KGCM	43	36.29	-95.48
469	Clarinda	KICL	14	40.72	-95.03
470	Clarion	KCAV	14	42.75	-93.77
471	Clarksville / Marks	KW63	59	36.6	-78.57
472	Clarksville, Clarksville-Red River County Airport	K7F6	57	33.59	-95.06
473	Clarksville, Clarksville/Red River County-J D Trissell Field Airport	KLBR	57	33.59	-95.06
474	Clayton Lake	K40B	24	46.62	-69.53
475	Clear	PACL	1	64.3	-149.12
476	Cleburne, Cleburne Municipal Airport	KF18	57	32.35	-97.43
477	Cleveland / Cuyahoga	KCGF	42	41.57	-81.48
478	Cleveland Harbor Coast Guard Station	K23G	42	41.5	-81.72
479	Clewiston	KX53	11	26.75	-80.95
480	Clifton/Morenci, Greenlee County Airport	KCFT	4	32.95	-109.21
481	Clines Corners	KCQC	37	35	-105.67
482	Clinton, Clinton Municipal Airport	KCWI	14	41.83	-90.33
483	Clinton, Clinton Regional Airport	KCLK	43	35.54	-98.92
484	Clinton, Sampson County Airport	KCTZ	31	34.98	-78.36
485	Clintonville, Clintonville Municipal Airport	KCLI	63	44.61	-88.73
486	Cloquet, Cloquet Carlton County Airport	KCOQ	26	46.7	-92.5
487	Clovis, Clovis Municipal Airport	KCVN	37	34.43	-103.08
488	Cocoa / Patrick Air Force Base	KCOF	11	28.23	-80.6
489	Cocoa Beach, Cape Canaveral Air Force Station Skid Strip	KXMR	11	28.47	-80.57
490	Cody	KCOD	65	44.52	-109.02
491	Coeur d'Alene, Coeur d'Alene Air Terminal	KCOE	15	47.77	-116.82
492	Coldwater, Branch County Memorial Airport	KOEB	25	41.93	-85.05
493	Colorado City, Colorado City Municipal Airport	KAZC	4	36.95	-113
494	Columbia / Maury County	KMRC	56	35.55	-87.18
495	Columbus / Bakalar 	KBAK	17	39.27	-85.9
496	Columbus / Bolton Field	K2I4	42	39.9	-83.13
497	Columbus Air Force Base	KCBM	28	33.65	-88.45
498	Columbus, Bolton Field Airport	KTZR	42	39.9	-83.14
499	Columbus, Columbus Municipal Airport	KOLU	33	41.45	-97.33
500	Columbus/West Point/Starkville, Golden Triangle Regional Airport	KGTR	28	33.45	-88.58
501	Colville Municipal	KCQV	62	48.55	-117.88
502	Comanche, Comanche County-City Airport	KMKN	57	31.92	-98.6
503	Concord, Concord Municipal Airport	KCON	35	43.2	-71.5
504	Concord, Concord Regional Airport	KJQF	31	35.39	-80.71
505	Concordia, Blosser Municipal Airport	KCNK	18	39.55	-97.65
506	Continental Div	KCTD	65	41.72	-107.78
507	Conway, Mo.			37.52	-92.7
508	Cook, Cook Municipal Airport	KCQM	26	47.82	-92.69
509	Coos Bay Coast Guard Station	K83S	45	43.35	-124.33
510	Copper Mountain, Red Cliff Pass	KCCU	7	39.47	-106.15
511	Cordova, Smith Airport	KCDV	1	60.49	-145.45
512	Corona / Lincoln	K4CR	37	34.1	-105.68
513	Corvallis, Corvallis Municipal Airport	KCVO	45	44.5	-123.28
514	Cottonwood Pass	K7BM	7	38.78	-106.22
515	Council Bluffs	KCBF	14	41.27	-95.77
516	Cove Point Coast Guard Light Station	K66W	23	38.38	-76.38
517	Cozad Municipal	KCZD	33	40.87	-100
518	Craig Field / Selma	KSEM	2	32.35	-86.98
519	Craig, County			40.5	-107.52
520	Crane Lake Automatic Weather Observing / Reporting System	K8Y8	26	46.27	-92.57
521	Crane Lake, Scotts Seaplane Base	KCDD	26	48.27	-92.48
522	Creston	KCSQ	14	41.02	-94.37
523	Crockett, Houston County Airport	KT56	57	31.31	-95.4
524	Crookston Municipal Field	KCKN	26	47.85	-96.62
525	Crosby Municipal Airport	KD50	32	48.93	-103.3
526	Crows Landing Naval Auxiliary Landing Field	KNRC	6	37.4	-121.1
527	Cuddleback Gunnery Range	K4CB	6	35.27	-117.43
528	Cullman, Folsom Field Airport	K3A1	2	34.27	-86.86
529	Culpeper, Culpeper County Airport	KCJR	59	38.53	-77.86
530	Cumberland, Greater Cumberland Regional Airport	KCBE	23	39.62	-78.76
531	Currituck, Currituck County Airport	KONX	31	36.4	-76.02
532	Cushing, Cushing Municipal Airport	KCUH	43	35.95	-96.77
533	Custer, Custer County Airport	K0V1	54	43.73	-103.61
534	DALHART MUNICIPAL AIRPORT	KDHT	57	36.02	-102.55
535	DALLAS EXECUTIVE AIRPORT	KRBD	57	32.68	-96.87
536	DALLAS LOVE FIELD	KDAL	57	32.85	-96.85
537	DALLAS/FT. WORTH INTERNATIONAL AIRPORT 	KDFW	57	32.9	-97.03
538	DANBURY MUNICIPAL AIRPORT	KDXR	8	41.37	-73.48
539	DANSVILLE MUNICIPAL AIRPORT	KDSV	41	42.57	-77.72
540	DANVILLE REGIONAL AIRPORT	KDAN	59	36.57	-79.33
541	DAVENPORT MUNICIPAL AIRPORT	KDVN	14	41.62	-90.58
542	DAYTON WRIGHT BROTHERS AIRPORT 	KMGY	42	39.6	-84.23
543	DAYTONA BEACH INTERNATIONAL	KDAB	11	29.17	-81.07
544	DE QUEEN HELMS SEVIER COUNTY	KDEQ	3	34.05	-94.4
545	DEADHORSE AIRPORT	PASC	1	70.2	-148.48
546	DECATUR AIRPORT	KDEC	16	39.83	-88.87
547	DEER PARK AIRPORT	KDEW	62	47.97	-117.43
548	DEERING AIRPORT	PADE	1	66.07	-162.77
549	DEFIANCE MEMORIAL AIRPORT	KDFI	42	41.33	-84.43
550	DEL RIO INTERNATIONAL AIRPORT	KDRT	57	29.37	-100.92
551	DEMING MUNICIPAL AIRPORT	KDMN	37	32.27	-107.72
552	DENTON MUNICIPAL AIRPORT	KDTO	57	33.2	-97.2
553	DENVER CENTENNIAL AIRPORT	KAPA	7	39.57	-104.85
554	DENVER INTERNATIONAL AIRPORT	KDEN	7	39.87	-104.67
555	DES MOINES INTERNATIONAL	KDSM	14	41.53	-93.67
556	DESERT ROCK AIRPORT	KDRA	40	36.63	-116.03
557	DESTIN-FT WALTON BEACH AIRPORT 	KDTS	11	30.4	-86.47
558	DETROIT CITY AIRPORT	KDET	25	42.42	-83.02
559	DETROIT METROPOLITAN	KDTW	25	42.23	-83.33
560	DILLON AIRPORT	KDLN	29	45.25	-112.55
561	DODGE CITY REGIONAL AIRPORT	KDDC	18	37.77	-99.97
562	DOTHAN AIRPORT	KDHN	2	31.32	-85.45
563	DOUGLAS CONVERSE COUNTY	KDGW	65	42.8	-105.38
564	DOWNTOWN HOLMAN FIELD	KSTP	26	44.93	-93.05
565	DOYLESTOWN AIRPORT	KDYL	46	40.33	-75.12
566	DRYDEN-TERRELL COUNTY AIRPORT	K6R6	57	30.05	-102.22
567	DU BOIS-JEFFERSON COUNTY	KDUJ	46	41.18	-78.88
568	DUBUQUE REGIONAL AIRPORT	KDBQ	14	42.4	-90.7
569	DULLES INTERNATIONAL AIRPORT	KIAD	59	38.93	-77.45
570	DURANGO-LA PLATA COUNTY AIRPORT 	KDRO	7	37.15	-107.77
571	Dallas / Addison Airport	KADS	57	32.97	-96.83
572	Dallas United States Naval Air Station	KNBE	57	32.73	-96.97
573	Dalton, Dalton Municipal Airport	KDNN	12	34.72	-84.87
574	Dana Point	K9L0	6	33.45	-117.68
575	Dansville / Municipal, Ny.			42.57	-77.72
576	Danville, Vermilion County Airport	KDNV	16	40.2	-87.6
577	Dare County Gunnery Range	K2DP	31	35.67	-75.9
578	Darlington, Darlington County Jetport Airport	KUDG	53	34.45	-79.89
579	Davenport, Ia.		14	41.62	-90.58
580	Davis Point Aviation Weather Reporting Station 	K52Q	6	38.05	-122.27
581	Davis-Monthan Air Force Base	KDMA	4	32.17	-110.88
582	Dayton / Wright-Patterson Air Force Base	KFFO	42	39.83	-84.05
583	De Kalb, De Kalb Taylor Municipal Airport	KDKB	16	41.93	-88.71
584	De Ridder, Beauregard Parish Airport	KDRI	20	30.83	-93.34
585	Dead Horse	KDHS	65	44.22	-106.1
586	Deadhorse, Alpine Airstrip	PALP	1	70.33	-150.93
587	Deadhorse, Deadhorse Airport	KSCC	1	70.19	-148.48
588	Decatur, Decatur Municipal Airport	KLUD	57	33.25	-97.58
589	Decorah	KDEH	14	43.28	-91.73
590	Deer Creek	KDRC	65	42.83	-105.87
591	Deer Park, Deer Park Airport	K07S	62	47.97	-117.43
592	Deering, Deering Airport	KDEE	1	66.07	-162.76
593	Delta	KU24	58	39.33	-112.58
594	Delta Junction / Ft. Greely, Allen Army Air Field	KBIG	1	63.99	-145.69
595	Denison	KDNS	14	41.98	-95.38
596	Denver / Stapleton International, Co.	KDNR	7	39.78	-104.87
597	Denver Nexrad	KFTG	7	39.78	-104.55
598	Dequeen, Ar.			34.12	-94.28
599	Des Moines Nexrad	KDMX	14	41.73	-93.72
600	Destruction Island	KS53	62	47.67	-124.48
601	Detroit Lakes, Detroit Lakes Airport-Wething Field	KDTL	26	46.83	-95.88
602	Detroit NEXRAD	KDTX	25	42.7	-83.45
603	Detroit/Grosse Ile, Grosse Ile Airport	KONZ	25	42.1	-83.16
604	Devils Island Light Station	K29Y	63	47.08	-90.73
605	Devils Lake	KP11	32	48.1	-98.87
606	Devils Lake, Devils Lake Municipal Airport	KDVL	32	48.12	-98.92
607	Diamond Shoals Coast Guard Station	K44W	31	35.15	-75.3
608	Dillingham, Dillingham Airport	PADL	1	59.05	-158.52
609	Dixon / Walgreen Field	KC73	16	41.83	-89.45
610	Dodge Center, Dodge Center Airport	KTOB	26	44.02	-92.83
611	Douglas	K4DG	65	42.75	-105.38
612	Douglas, Douglas Municipal Airport	KDQH	12	31.48	-82.86
613	Dover Air Force Base	KDOV	10	39.13	-75.47
614	Driggs, Driggs-Reed Memorial Airport	KU59	15	43.74	-111.1
615	Drummond	K3DU	29	46.67	-113.15
616	Dublin / New River Valley	KPSK	59	37.13	-80.68
617	Dublin, W H 'Bud' Barron Airport	KDBN	12	32.56	-82.99
618	Dugway Proving Grounds	KDPG	58	40.17	-112.93
619	Duke Field / Eglin Auxiliary	KEGI	11	30.65	-86.52
620	Duluth Harbor Coast Guard Station	K30Y	26	46.77	-92.08
621	Duluth, Duluth International Airport	KDLH	26	46.84	-92.23
622	Duluth, Sky Harbor Airport	KDYT	26	46.72	-92.04
623	Dumas, Moore County Airport	KDUX	57	35.86	-102.01
624	Duncan, Halliburton Field Airport	KDUC	43	34.47	-97.96
625	Dunne Crib Il.			41.78	-87.53
626	Durango Aviation Weather Reporting Station	K4V5	7	37.28	-107.87
627	Durango, County			37.2	-107.82
628	Durant, Eaker Field Airport	KDUA	43	33.94	-96.39
629	Dyersburg, Dyersburg Municipal Airport	KDYR	56	36	-89.4
630	EAGLE AIRPORT	PAEG	1	64.78	-141.15
631	EAU CLAIRE CHIPPEWA VALLEY	KEAU	63	44.87	-91.48
632	EL PASO INTERNATIONAL AIRPORT 	KELP	57	31.82	-106.38
633	ELIZABETH CITY C/G REGN AIRPORT 	KECG	31	36.25	-76.17
634	ELKO REGIONAL AIRPORT	KEKO	40	40.83	-115.78
635	ELLENSBURG BOWERS FIELD	KELN	62	47.03	-120.53
636	ELMIRA COUNTY AIRPORT	KELM	41	42.17	-76.9
637	ELY AIRPORT (YELLAND FIELD)	KELY	40	39.3	-114.85
638	EMPORIA MUNICIPAL AIRPORT	KEMP	18	38.33	-96.2
639	EPHRATA MUNICIPAL AIRPORT	KEPH	62	47.3	-119.52
640	ERIE INTERNATIONAL AIRPORT	KERI	46	42.08	-80.18
641	ESTHERVILLE MUNICIPAL AIRPORT 	KEST	14	43.4	-94.75
642	EUREKA	KP68	40	39.6	-116
643	EVANSTON-UINTA COUNTY FIELD	KEVW	65	41.27	-111.03
644	EVANSVILLE REGIONAL	KEVV	17	38.03	-87.53
645	EVERETT SNOHOMISH COUNTY	KPAE	62	47.92	-122.28
646	EVERGREEN MIDDLETON FIELD	KGZH	2	31.42	-87.05
647	Eagle County Regional	KEGE	7	39.65	-106.92
648	Eagle Harbor Coast Guard Light Station	K31Y	25	47.47	-88.17
649	Eagle Range	KU16	58	41.05	-113.07
650	Eagle River, Eagle River Union Airport	KEGV	63	45.93	-89.27
651	Eagle, Eagle Airport	KEAA	1	64.78	-141.16
652	Eaker Air Force Base	KBYH	3	35.97	-89.95
653	East Addition B323	K5R0	57	28.22	-93.75
654	East Breaks	KEMK	57	27.82	-94.32
655	East Cameron 278	KEHC	20	28.43	-92.88
656	East Cameron 345	KE12	20	28.08	-92.7
657	East Cameron 47	KCMB	20	29.44	-92.98
658	East Hampton, East Hampton Airport	KHTO	41	40.96	-72.25
659	East Moriches Coast Guard Station	K49N	41	40.78	-72.75
660	Eastman, Heart of Georgia Regional Airport	KEZM	12	32.21	-83.13
661	Easton / Newman Field	KESN	23	38.8	-76.07
662	Eastport	KEPO	24	44.92	-67
663	Eastsound, Orcas Island Airport	KORS	62	48.71	-122.91
664	Eatons Neck Coast Guard Station	K34N	41	40.95	-73.4
665	Edenton, Northeastern Regional Airport	KEDE	31	36.03	-76.57
666	Edinburg, Edinburg International Airport	KEBG	57	26.44	-98.13
667	Edwards Air Force Base	KEDW	6	34.92	-117.9
668	Edwards, Edwards Air Force Auxiliary North Base	K9L2	6	34.98	-117.85
669	Effingham, Effingham County Memorial Airport	K1H2	16	39.07	-88.53
670	Egegik, Egegik Airport	PAII	1	58.19	-157.39
671	Egg Rock Light Station	K8B9	24	44.35	-68.13
672	Eglin Air Force Base Range No. 52, Fl.		11	30.57	-86.32
673	Egmont Key Coast Guard Station	KX91	11	27.6	-82.77
674	El Capitan Beach	KL98	6	33.45	-120.03
675	El Centro, Naval Air Facility	KNJK	6	32.83	-115.66
676	El Monte	KEMT	6	34.08	-118.03
677	El Reno, El Reno Municipal Air Park	KF28	43	35.47	-98.01
678	El Reno, El Reno Regional Airport	KRQO	43	35.47	-98.01
679	Elbert Mountain, Monument Pass	KMNH	7	39.22	-104.63
680	Elberton, Elbert County Airport-Patz Field	K27A	12	34.1	-82.82
681	Elbow Lake Municipal, Pride of the Prairie	KY63	26	45.98	-95.98
682	Elfin Cove, Elfin Cove Seaplane Base	PAEL	1	58.2	-136.35
683	Elizabethtown, Curtis L Brown Jr. Field Airport	KEYF	31	34.6	-78.58
684	Elk Mountain AWOS	KEHY	65	41.73	-106.46
685	Elkhart / Elkhart-Morton County Airport	K1K5	18	37	-101.88
686	Elkhart Municipal	KEKM	17	41.72	-86
687	Elkhart, Elkhart-Morton County Airport	KEHA	18	37	-101.88
688	Elko Nexrad	KLRX	40	40.74	-116.8
689	Elko, Nv.		40	40.87	-115.73
690	Ellsworth Air Force Base	KRCA	54	44.15	-103.1
691	Ely, Ely Municipal Airport	KELO	26	47.82	-91.83
692	Emmonak, Emmonak Airport	PAEM	1	62.78	-164.5
693	Emporia, Emporia-Greensville Regional Airport	KEMV	59	36.69	-77.48
694	Enid, Enid Woodring Regional Airport	KWDG	43	36.38	-97.79
695	Erie Coast Guard Station	K25G	46	42.12	-80.08
696	Erwin, Harnett County Airport	KHRJ	31	35.38	-78.73
697	Escanaba	KESC	25	45.75	-87.03
698	Eugene Island	KVUW	20	28.25	-91.83
699	Eugene Island 330	K3B6	20	28.08	-92.7
700	Eureka	KEKA	6	40.8	-124.17
701	Eureka NEXRAD	KBHX	6	40.5	-124.3
702	Eureka, Skelton Airport	PAZK	1	61.93	-147.17
703	Eveleth, Eveleth-Virginia Municipal Airport	KEVM	26	47.42	-92.5
704	FAITH, SOUTH DAKOTA	KD07	54	45.03	-102.02
705	FALLON NAVAL AIR STATION	KNFL	40	39.43	-118.68
706	FALLS CITY BRENNER FLD AIRPORT 	KFNB	33	40.08	-95.58
707	FALLS INTERNATIONAL AIRPORT 	KINL	26	48.57	-93.4
708	FARMINGDALE REPUBLIC AIRPORT 	KFRG	41	40.73	-73.42
709	FARMINGTON FOUR CORNERS	KFMN	37	36.75	-108.23
710	FAYETTEVILLE DRAKE FIELD	KFYV	3	36	-94.17
711	FAYETTEVILLE REGIONAL AIRPORT 	KFAY	31	34.98	-78.88
712	FELTS FIELD	KSFF	62	47.68	-117.32
713	FENTRESS NALF	KNFE	59	36.7	-76.13
714	FINDLAY AIRPORT	KFDY	42	41.02	-83.67
715	FLAGSTAFF PULLIAM AIRPORT	KFLG	4	35.13	-111.67
716	FLINT BISHOP INTERNATIONAL AIRPORT	KFNT	25	42.97	-83.75
717	FLORALA AIRPORT	K0J4	2	31.03	-86.3
718	FLORENCE REGIONAL AIRPORT	KFLO	53	34.18	-79.73
719	FLOYD BENNETT MEMORIAL AIRPORT 	KGFL	41	43.33	-73.62
720	FOLEY, BARIN FIELD	KNBJ	2	30.38	-87.63
721	FOND DU LAC COUNTY AIRPORT	KFLD	63	43.77	-88.48
722	FORBES FIELD	KFOE	18	38.93	-95.65
723	FORT LAUDERDALE EXECUTIVE	KFXE	11	26.2	-80.18
724	FORT LAUDERDALE/HOLLYWOOD	KFLL	11	26.07	-80.15
725	FORT MYERS PAGE FIELD	KFMY	11	26.58	-81.87
726	FORT MYERS SW FL INTERNATIONAL AIRPORT 	KRSW	11	26.53	-81.77
727	FORT PIERCE ST LUCIE	KFPR	11	27.5	-80.38
728	FORT SMITH REGIONAL AIRPORT	KFSM	3	35.33	-94.37
729	FORT STOCKTON PECOS CO AIRPORT 	KFST	57	30.92	-102.92
730	FORT WAYNE INTERNATIONAL	KFWA	17	41	-85.2
731	FORT WORTH ALLIANCE AIRPORT	KAFW	57	32.98	-97.32
732	FORT WORTH MEACHAM INTERNATIONAL .	KFTW	57	32.83	-97.37
733	FRANKFORT CAPITAL CITY AIRPORT 	KFFT	19	38.18	-84.9
734	FREDERICK MUNICIPAL AIRPORT	KFDR	43	34.35	-98.98
735	FRESNO AIR TERMINAL	KFAT	6	36.78	-119.72
736	FRIDAY HARBOR AIRPORT	KFHR	62	48.52	-123.03
737	FRYEBURG EASTERN SLOPES RGNL	KIZG	24	43.98	-70.95
738	FT. WAINWRIGHT AAF	PAFB	1	64.83	-147.58
739	FULLERTON MUNICIPAL AIRPORT 	KFUL	6	33.87	-117.98
740	FULTON OSWEGO COUNTY AIRPORT	KFZY	41	43.35	-76.38
741	Fair Field	KFFL	14	41.05	-91.98
742	Fairbanks, Eielson Air Force Base	PAEI	1	64.65	-147.1
743	Fairbanks, Fairbanks International Airport	PAFA	1	64.8	-147.88
744	Fairbury, Ne.			40.1	-97.33
745	Fairchild Air Force Base	KSKA	62	47.62	-117.65
746	Fairfield / Travis Air Force Base	KSUU	6	38.27	-121.95
747	Fairfield, Fairfield Municipal Airport	KFWC	16	38.38	-88.41
748	Fairmont, Fairmont Municipal Airport	KFRM	26	43.65	-94.42
749	Falfurrias, Brooks County Airport	KT18	57	27.21	-98.12
750	Farallon Island	K50Q	6	37.7	-123
751	Farewell / Intermediate Field			63.5	-153.88
752	Farewell Lake	PAFW	1	62.53	-153.62
753	Farewell Lake, Farewell Lake Seaplane Base	PAFK	1	62.54	-153.62
754	Faribault, Faribault Municipal Airport	KFBL	26	44.33	-93.32
755	Farmington Airport	KFAM	27	37.77	-90.43
756	Farmville	KFVX	59	37.35	-78.43
757	Faulkner Island Coast Guard Light Station	K30N	8	41.22	-72.67
758	Fergus Falls, Fergus Falls Municipal Airport-Einar Mickelson Field	KFFM	26	46.28	-96.15
759	First Divide	KFIR	65	41.3	-110.77
760	Fitchburg, Fitchburg Municipal Airport	KFIT	21	42.55	-71.76
761	Five Finger Light			57.27	-133.62
762	Flag Island	KFGN	26	49.32	-94.9
763	Flagstaff, Az.		4	35.23	-111.82
764	Flippin, Marion County Regional Airport	KFLP	3	36.3	-92.58
765	Flora, Flora Municipal Airport	KFOA	16	38.67	-88.45
766	Folly Beach Long Range Navigation	K84J	53	32.68	-79.88
767	Fort Belvoir	KDAA	59	38.72	-77.18
768	Fort Benning	KLSF	12	32.33	-84.83
769	Fort Bragg	KO64	6	39.4	-123.82
770	Fort Bragg / Simmons Army Airfield	KFBG	31	35.13	-78.93
771	Fort Campbell U. S. Army Airfield	KHOP	19	36.67	-87.5
772	Fort Carson	KFCS	7	38.7	-104.77
773	Fort Collins Supplementary Aviation Weather Reporting Station 	KFCL	7	40.58	-105.08
774	Fort Collins/Loveland, Fort Collins-Loveland Municipal Airport	KFNL	7	40.45	-105.02
775	Fort Devens / Ayer	KAYE	21	42.57	-71.6
776	Fort Dodge	KFOD	14	42.55	-94.18
777	Fort Drum / Wheeler-Sack U. S. Army Airfield	KGTB	41	44.05	-75.73
778	Fort Eustis / Felker	KFAF	59	37.13	-76.62
779	Fort Greely, Ak			63.97	-145.7
780	Fort Hood, Hood AAF Ft Hood	KHLR	57	31.13	-97.7
781	Fort Hood, Robert Gray AAF Ft Hood	KGRK	57	31.07	-97.82
782	Fort Huachuca, Libby AAF Ft Huachuca	KFHU	4	47.63	-110.33
783	Fort Irwin/Barstow, Bicycle Lake Army Airfield	KBYS	6	35.28	-116.62
784	Fort Knox	KFTK	19	37.9	-85.97
785	Fort Leavenworth	KFLV	18	39.37	-94.92
786	Fort Leonard Wood	KTBN	27	37.73	-92.13
787	Fort Lewis / Gray U. S. Army Airfield	KGRF	62	47.12	-122.55
788	Fort Madison	KFSW	14	40.67	-91.33
789	Fort Meade / Tipton	KFME	23	39.08	-76.77
790	Fort Payne, Isbell Field Airport	K4A9	2	34.47	-85.72
791	Fort Pierce Coast Guard Station	KX82	11	27.47	-80.3
792	Fort Polk, Polk AAF Ft Polk	KPOE	20	31.05	-93.19
793	Fort Riley, Marshall AAF Ft Riley	KFRI	18	39.06	-96.76
794	Fort Ritchie	KJWX	23	39.73	-77.43
795	Fort Rucker, Lowe Army Heliport	KLOR	2	31.36	-85.75
796	Fort Sill	KFSI	43	34.6	-98.4
797	Fort Stewart Reservation, Ga		12	31.9	-81.63
798	Fort Worth	KFWD	57	32.83	-97.3
799	Fort Worth, Forth Worth Spinks Airport	KFWS	57	32.57	-97.3
800	Fort Yukon, Fort Yukon Airport	PFYU	1	66.57	-145.27
801	Fosston, Fosston Municipal Airport	KFSE	26	47.59	-95.77
802	Fourchon Supplementary Aviation Weather Reporting Station	K9F2	20	29.1	-90.2
803	Fowey Rocks Coast Guard Station	KX86	11	25.58	-80.1
804	Franconia, Nh			44.22	-71.75
805	Frankfort Coast Guard Station	K14C	25	44.63	-86.25
806	Frankfort, Frankfort Dow Memorial Field Airport	KFKS	25	44.63	-86.2
807	Franklin / J B Rose	KFKN	59	36.7	-76.9
808	Franklin, Macon County Airport	K1A5	31	35.22	-83.42
809	Franklin, Venango Regional Airport	KFKL	46	41.38	-79.87
810	Frederick, Frederick Municipal Airport	KFDK	23	39.42	-77.37
811	Fredericksburg, Gillespie County Airport	KT82	57	30.24	-98.91
812	Fredericksburg, Shannon Airport	KEZF	59	38.27	-77.45
813	Freeport Coast Guard Station	K8R8	57	28.95	-95.3
814	Freeport Supplementary Aviation Weather Reporting Station 	KFOQ	57	29	-95.32
815	Freeport, Albertus Airport	KFEP	16	42.25	-89.58
816	Fremont Municipal Airport	KFET	33	41.45	-96.52
817	Freshpond, Ca			38.75	-120.52
818	Fresno-Chandler	KFCH	6	36.73	-119.82
819	Frying Pan Shoals, Nc.			33.48	-77.58
820	Ft. Myers Beach Coast Guard Station	KX89	11	26.45	-81.95
821	Ft. Pickett / Blackstone	KBKT	59	37.08	-77.95
822	Ft. Polk, Fullerton Landing Strip	KBKB	20	31	-93.62
823	Ft. Polk, Peason Ridge	KAQV	20	31.67	-93.45
824	Ft. Polk, Self Strip	KDNK	20	31.17	-93
825	Ft. Richardson / Bryant U. S. Army Heliport, Ak	PAFR	1	61.27	-149.65
826	Ft. Stewart	KLHW	12	31.88	-81.57
827	Fulton, Oswego County Airport	KN00	41	43.35	-76.38
828	Funter Bay Seaplane	PANR	1	58.25	-134.9
829	GAGE AIRPORT	KGAG	43	36.3	-99.77
830	GAINESVILLE REGIONAL AIRPORT 	KGNV	11	29.7	-82.28
831	GALLUP MUNICIPAL AIRPORT	KGUP	37	35.52	-108.78
832	GARDEN CITY REGIONAL AIRPORT	KGCK	18	37.92	-100.72
833	GARRISON MUNICIPAL AIRPORT	KN60	32	47.65	-101.43
834	GASTONIA MUNICIPAL AIRPORT	KAKH	31	35.2	-81.15
835	GAYLORD REGIONAL AIRPORT	KGLR	25	45.02	-84.68
836	GEN MITCHELL INTERNATIONAL AIRPORT	KMKE	63	42.95	-87.9
837	GEORGETOWN SUSSEX CO AIRPORT 	KGED	10	38.68	-75.37
